region_id;rosstat_name;municipality_type;population;as_of;indicator_code
tambov;Инжавинский муниципальный округ;муниципальный округ;16762;2025-01-01;8112027
tambov;Кирсановский муниципальный округ;муниципальный округ;17532;2025-01-01;8112027
tambov;Мичуринский муниципальный округ;муниципальный округ;30805;2025-01-01;8112027
tambov;Мордовский муниципальный округ;муниципальный округ;13158;2025-01-01;8112027
tambov;Моршанский муниципальный округ;муниципальный округ;30234;2025-01-01;8112027
tambov;Мучкапский муниципальный округ;муниципальный округ;10443;2025-01-01;8112027
tambov;Никифоровский муниципальный округ;муниципальный округ;15131;2025-01-01;8112027
tambov;Первомайский муниципальный округ;муниципальный округ;23493;2025-01-01;8112027
tambov;Петровский муниципальный округ;муниципальный округ;13285;2025-01-01;8112027
tambov;Пичаевский муниципальный округ;муниципальный округ;10423;2025-01-01;8112027
tambov;Рассказовский муниципальный округ;муниципальный округ;19972;2025-01-01;8112027
tambov;Ржаксинский муниципальный округ;муниципальный округ;13835;2025-01-01;8112027
tambov;Сампурский муниципальный округ;муниципальный округ;11447;2025-01-01;8112027
tambov;Сосновский муниципальный округ;муниципальный округ;23810;2025-01-01;8112027
tambov;Староюрьевский муниципальный округ;муниципальный округ;10878;2025-01-01;8112027
tambov;Тамбовский муниципальный округ;муниципальный округ;73567;2025-01-01;8112027
tambov;Токарёвский муниципальный округ;муниципальный округ;14898;2025-01-01;8112027
tambov;Уваровский муниципальный округ;муниципальный округ;8997;2025-01-01;8112027
tambov;Умётский муниципальный округ;муниципальный округ;9244;2025-01-01;8112027
mordovia;Городской округ Саранск;городской округ;337659;2025-01-01;8112027
mordovia;Ардатовский муниципальный район;муниципальный район;23301;2025-01-01;8112027
mordovia;Атюрьевский муниципальный район;муниципальный район;8867;2025-01-01;8112027
mordovia;Атяшевский муниципальный район;муниципальный район;16882;2025-01-01;8112027
mordovia;Большеберезниковский муниципальный район;муниципальный район;11606;2025-01-01;8112027
mordovia;Большеигнатовский муниципальный район;муниципальный район;6542;2025-01-01;8112027
mordovia;Дубенский муниципальный район;муниципальный район;11063;2025-01-01;8112027
mordovia;Ельниковский муниципальный район;муниципальный район;8897;2025-01-01;8112027
mordovia;Зубово-Полянский муниципальный район;муниципальный район;44895;2025-01-01;8112027
mordovia;Инсарский муниципальный район;муниципальный район;11305;2025-01-01;8112027
mordovia;Ичалковский муниципальный район;муниципальный район;16618;2025-01-01;8112027
mordovia;Кадошкинский муниципальный район;муниципальный район;6501;2025-01-01;8112027
mordovia;Ковылкинский муниципальный район;муниципальный район;35425;2025-01-01;8112027
mordovia;Кочкуровский муниципальный район;муниципальный район;9218;2025-01-01;8112027
mordovia;Краснослободский муниципальный район;муниципальный район;21250;2025-01-01;8112027
mordovia;Лямбирский муниципальный район;муниципальный район;33351;2025-01-01;8112027
mordovia;Ромодановский муниципальный район;муниципальный район;18703;2025-01-01;8112027
mordovia;Рузаевский муниципальный район;муниципальный район;58149;2025-01-01;8112027
mordovia;Старошайговский муниципальный район;муниципальный район;11109;2025-01-01;8112027
mordovia;Темниковский муниципальный район;муниципальный район;12499;2025-01-01;8112027
mordovia;Теньгушевский муниципальный район;муниципальный район;8899;2025-01-01;8112027
mordovia;Торбеевский муниципальный район;муниципальный район;18009;2025-01-01;8112027
mordovia;Чамзинский муниципальный район;муниципальный район;28147;2025-01-01;8112027
chuvashia;Чебоксарский городской округ;городской округ;507183;2025-01-01;8112027
chuvashia;Новочебоксарский городской округ;городской округ;120616;2025-01-01;8112027
chuvashia;Алатырский муниципальный округ;муниципальный округ;43970;2025-01-01;8112027
chuvashia;Аликовский муниципальный округ;муниципальный округ;13217;2025-01-01;8112027
chuvashia;Батыревский муниципальный округ;муниципальный округ;30329;2025-01-01;8112027
chuvashia;Вурнарский муниципальный округ;муниципальный округ;28005;2025-01-01;8112027
chuvashia;Ибресинский муниципальный округ;муниципальный округ;19544;2025-01-01;8112027
chuvashia;Канашский муниципальный округ;муниципальный округ;73961;2025-01-01;8112027
chuvashia;Козловский муниципальный округ;муниципальный округ;14546;2025-01-01;8112027
chuvashia;Комсомольский муниципальный округ;муниципальный округ;20099;2025-01-01;8112027
chuvashia;Красноармейский муниципальный округ;муниципальный округ;12185;2025-01-01;8112027
chuvashia;Красночетайский муниципальный округ;муниципальный округ;13296;2025-01-01;8112027
chuvashia;Мариинско-Посадский муниципальный округ;муниципальный округ;18171;2025-01-01;8112027
chuvashia;Моргаушский муниципальный округ;муниципальный округ;30389;2025-01-01;8112027
chuvashia;Порецкий муниципальный округ;муниципальный округ;10144;2025-01-01;8112027
chuvashia;Урмарский муниципальный округ;муниципальный округ;19736;2025-01-01;8112027
chuvashia;Цивильский муниципальный округ;муниципальный округ;30829;2025-01-01;8112027
chuvashia;Чебоксарский муниципальный округ;муниципальный округ;61307;2025-01-01;8112027
chuvashia;Шемуршинский муниципальный округ;муниципальный округ;11128;2025-01-01;8112027
chuvashia;Шумерлинский муниципальный округ;муниципальный округ;32786;2025-01-01;8112027
chuvashia;Ядринский муниципальный округ;муниципальный округ;21952;2025-01-01;8112027
chuvashia;Яльчикский муниципальный округ;муниципальный округ;14601;2025-01-01;8112027
chuvashia;Янтиковский муниципальный округ;муниципальный округ;11774;2025-01-01;8112027
